CvM,AD,PQ-PQ
0.10062019061812731,0.6584355470997257,0.5442674121861995
0.10065001789749563,0.6587863199776471,0.5464564960978276
0.10065688010247159,0.6622265591783469,0.5473553612697533
0.10067285738584632,0.6645544814707703,0.5480760194208847
0.10090131960362306,0.6657940342805804,0.5494241377864904
0.10094206328638812,0.6658438779132361,0.5503499665743604
0.10106579765977923,0.6674798782280673,0.5503965189033101
0.10133452778200595,0.6675165647166834,0.5511934414609804
0.10160031750247453,0.6676020215731464,0.5525477471230207
0.10178230188175735,0.6688509686458272,0.552943318839551
0.10219059374982802,0.6689358843193628,0.5559591355853832
0.10229807511746443,0.669030649655073,0.556768325854568
0.10262087380125552,0.6697750036252159,0.5573692575031444
0.10298273283183727,0.6699679385133321,0.5575350288699874
0.10324530429067566,0.6713483390023882,0.5576951538218153
0.10342159266705923,0.6721385242362828,0.5586573895947149
0.10366840349949893,0.6738037410908342,0.5594459199183259
0.10406252998356247,0.6745963632146155,0.5638311069708384
0.10431105842951223,0.6754543719914559,0.5657227598872082
0.10445278035620845,0.6789029796935778,0.5661654556344556
0.10453886213950267,0.6807657599296867,0.5667634957646768
0.10459421651380894,0.6829256894652197,0.5692432761735772
0.10482657967096869,0.6831113133994957,0.5705674663339921
0.10485625251053847,0.6836362234288318,0.5708661844379239
0.1048677167746074,0.6839854121462589,0.5709013214359787
0.10504548132129739,0.6869095048345386,0.570987734722362
0.10522511911976805,0.6872330364486328,0.5730282522119224
0.10530459497293894,0.6877746109321734,0.5731364406625266
0.10589793781314807,0.6890068427908099,0.5741389508532446
0.10610415358994518,0.6892298836936954,0.5762699258424423
0.10622976659825564,0.6915785278834526,0.5776330729780421
0.10642811203378465,0.6930053267395819,0.5779493015846184
0.10646022005781161,0.6949971804956219,0.5787029853326836
0.10734089067244629,0.69518204474584,0.5802132451451989
0.10745663060044663,0.6966912525370552,0.5802700197399836
0.10748340207201688,0.6968419871460875,0.5803359208367241
0.10750858251462458,0.6978370461449341,0.5803621683196916
0.10769029100231131,0.7013563644907111,0.5816362697437005
0.10830754138875706,0.7016986727210901,0.583750765100649
0.10846136737164237,0.7017337882423857,0.5847705119536866
0.10869978883146249,0.704716169624925,0.5866111696201299
0.1089336671012844,0.7048617439967143,0.5868225403580436
0.11010370857253078,0.7071998766945243,0.5883654333292183
0.11046018534712129,0.7078900422619067,0.5924967064922975
0.11054279322379383,0.7089257651755556,0.5939491195711494
0.11055186053878899,0.7112152990278207,0.5947354238729893
0.11060563906507347,0.7118435747645062,0.5950386203211228
0.11081905197746915,0.7124592112392559,0.5954903003333356
0.11091884106061178,0.7157809801065966,0.5959006457555118
0.11097852398148632,0.7183277765171864,0.5964450919560264
0.11110244928782852,0.7189603023507328,0.5974738638166996
0.11152968996582355,0.720827854145736,0.5980860575205477
0.11182258885080601,0.7235903335935052,0.5998058474327165
0.1118346571911624,0.7266995029127679,0.6004437271075368
0.11215946465191887,0.7272256306664022,0.6011746665675434
0.11321332950993347,0.729269039479241,0.6014120978457882
0.11387485693570751,0.7297576139414123,0.6021902839148551
0.11411631458390224,0.7325914043697526,0.6023205739466467
0.11421170368836264,0.7350038555291294,0.6028515016488766
0.11459756623668922,0.7358487877107942,0.6050903772389057
0.1148201045521299,0.7360034474256179,0.6065422693205959
0.11516563785606403,0.73650688856661,0.6076156655692764
0.11541059450570726,0.7366407506113342,0.6094340576440177
0.1155440610299548,0.7367311658858496,0.6117060306667169
0.11583111123721437,0.7372720477849469,0.612306217147696
0.11590868659183483,0.7391421435276071,0.6127517348093232
0.11641044139646142,0.7413727552903998,0.6161738866778737
0.116461690922554,0.7427007012320953,0.6168835072158612
0.1165544808673808,0.7428552779685443,0.6185127414809624
0.1166901461852743,0.7429676663578832,0.6191684748052063
0.11672186808475733,0.7464270462973924,0.6202516267733564
0.11692560360506975,0.7464856141470423,0.6218233995093693
0.11708288915411594,0.7468524416768596,0.6225395004135073
0.11717726098065863,0.7468538032796439,0.622563933101474
0.11736164579510334,0.7473551443718899,0.6260361749170876
0.11739225948922935,0.7476413873586956,0.6263697125705872
0.11766446605926648,0.748601236591175,0.6267000944294497
0.11797963604999044,0.7521819423817176,0.6271889580791002
0.11817127317597059,0.7529276877242272,0.6327423189001262
0.11850067399525718,0.7548433125809805,0.6329849800787584
0.11852466147744257,0.7555819503927336,0.6334800215177524
0.11861698081271117,0.7558891951321028,0.6336326634934407
0.11863562151165083,0.7570938039301472,0.6344362086572813
0.11880943751499629,0.7584368698825408,0.6361253106382353
0.11886953251076614,0.7586974911213247,0.6369263776973052
0.11895058236841963,0.7601249160220849,0.6374318523314583
0.11897818764490767,0.7611611366082472,0.6390905608696736
0.11908127533554659,0.768351789150704,0.6396862968158182
0.11955888366780956,0.7686608384876559,0.6420174347486072
0.1197650078473577,0.7714907250251943,0.643888419970773
0.11986494282860022,0.772409544781651,0.6444007405926503
0.12055462301347189,0.7724894886871744,0.6464180355942117
0.12067629985509726,0.7753659280533036,0.6489924600374557
0.12067676085092517,0.780470358993497,0.6524774945064513
0.12092942632603855,0.7815587509957426,0.6592577932883147
0.12112874571278125,0.7842100332122565,0.6602715124290839
0.1211665321110031,0.7850901461060306,0.6607032447562335
0.12122194604065525,0.7856138050679341,0.6625058963001786
0.12124746415076222,0.7883100867521082,0.664086783243115
0.1215317211135054,0.7899898932999617,0.6641583442310095
0.12239731846736825,0.7914187001550299,0.6644592756369944
0.1230152434738561,0.7924001377773228,0.6669162802049675
0.12379870040638301,0.7929375364851308,0.6695988499302654
0.124261115777644,0.7931700527494995,0.6724541625717295
0.12482751828672206,0.7971486187862168,0.6725387018777944
0.12497767578612085,0.7979338220139832,0.6766434666430268
0.12499853732494251,0.8042485050021533,0.6771442306509609
